condition,system,source,knob,knob_value,n_turns,cutoff_rate,cutoff_rate_at_tolerance,false_hold_rate,latency_p50,latency_p95,latency_p99,latency_fallback_p50,latency_fallback_p95,latency_fallback_p99
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.15,198,0.21717171717171718,0.21212121212121213,0.12626262626262627,336.0,1123.1999999999998,1668.1599999999994,428.0,2000.0,2000.0
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.2,198,0.19696969696969696,0.19696969696969696,0.1717171717171717,320.0,1139.1999999999998,1672.9600000000005,512.0,2000.0,2000.0
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.25,198,0.1414141414141414,0.13636363636363635,0.26262626262626265,352.0,1225.5999999999995,1828.7999999999997,640.0,2000.0,2000.0
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.3,198,0.10606060606060606,0.10101010101010101,0.3434343434343434,352.0,1171.1999999999998,1923.8400000000006,832.0,2000.0,2000.0
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.35,198,0.09090909090909091,0.08585858585858586,0.3939393939393939,368.0,1374.3999999999996,1948.4799999999982,1078.0,2000.0,2000.0
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.4,198,0.08080808080808081,0.07575757575757576,0.4696969696969697,384.0,1311.999999999999,1646.0800000000017,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.45,198,0.07575757575757576,0.0707070707070707,0.5606060606060606,288.0,1198.4,1600.0,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.5,198,0.07575757575757576,0.0707070707070707,0.5858585858585859,288.0,1206.3999999999999,1600.0,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.55,198,0.06060606060606061,0.06060606060606061,0.6313131313131313,288.0,1216.0,1600.0,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.6,198,0.030303030303030304,0.030303030303030304,0.797979797979798,496.0,1216.0,1408.9600000000005,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.65,198,0.0,0.0,0.9797979797979798,736.0,1412.7999999999997,1485.7599999999998,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.7,198,0.0,0.0,0.9949494949494949,256.0,256.0,256.0,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.75,198,0.0,0.0,0.9949494949494949,256.0,256.0,256.0,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.8,198,0.0,0.0,0.9949494949494949,256.0,256.0,256.0,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.85,198,0.0,0.0,0.9949494949494949,256.0,256.0,256.0,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.9,198,0.0,0.0,0.9949494949494949,256.0,256.0,256.0,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.95,198,0.0,0.0,1.0,,,,2000.0,2000.0,2000.0
